,time_stamp,ooi,gif,mask_shape,source_url,s3_original,s3_transformed,s3_gif,p_hash_original,p_hash_transformed
1467,2018-08-28 15:55:51.440479,tv,False,box,https://s3.amazonaws.com/deepangelai/angel_upload/data/humanscale.jpg,https://s3.amazonaws.com/deepangelai/results/tv/c90914f6-2887-4af7-94bc-4aa209d321ae/original.jpg,https://s3.amazonaws.com/deepangelai/results/tv/c90914f6-2887-4af7-94bc-4aa209d321ae/box/_100.jpg,,e79cbacb1caa1864,c7c77a786a343838
1468,2018-08-28 15:56:53.989906,person,False,box,https://s3.amazonaws.com/deepangelai/angel_upload/data/foto_perfil.jpg,https://s3.amazonaws.com/deepangelai/results/person/52fb1bad-4ceb-4c97-918c-a6d46a88ec19/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/52fb1bad-4ceb-4c97-918c-a6d46a88ec19/box/_100.jpg,,b9abe694d53d0c60,9d6e626263636363
1469,2018-08-28 15:57:30.641710,person,False,box,https://s3.amazonaws.com/deepangelai/angel_upload/data/dsc00353.jpg,https://s3.amazonaws.com/deepangelai/results/person/b8548bcd-abd0-4a66-8ebb-24d0dc4a0c2b/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/b8548bcd-abd0-4a66-8ebb-24d0dc4a0c2b/box/_100.jpg,,b7a394a691d2d94c,827a2f353593f2a8
1470,2018-08-28 15:57:31.764657,person,False,box,https://s3.amazonaws.com/deepangelai/angel_upload/data/anotreamiremy.jpg,https://s3.amazonaws.com/deepangelai/results/person/5db962fc-47a3-4e1e-b2dc-ed9ccb0a4267/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/5db962fc-47a3-4e1e-b2dc-ed9ccb0a4267/box/_100.jpg,,e689861d91e0e9de,9865676565656565
1471,2018-08-28 15:57:38.770227,person,False,box,https://s3.amazonaws.com/deepangelai/angel_upload/data/dsc_0042.jpg,https://s3.amazonaws.com/deepangelai/results/person/75d90617-a153-49a1-8f72-74f0e7265a21/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/75d90617-a153-49a1-8f72-74f0e7265a21/box/_100.jpg,,9056488bb5f2eec5,0000000000000000
1472,2018-08-28 15:57:49.193878,person,False,box,https://s3.amazonaws.com/deepangelai/angel_upload/data/doctor_who.jpg,https://s3.amazonaws.com/deepangelai/results/person/177c5352-5147-4877-8faa-6a73b2803cca/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/177c5352-5147-4877-8faa-6a73b2803cca/box/_100.jpg,,fee2053679cb608c,c0520fad2fa87abc
1473,2018-08-28 15:58:18.437140,person,False,box,https://s3.amazonaws.com/deepangelai/angel_upload/data/20170915_103033.jpg,https://s3.amazonaws.com/deepangelai/results/person/c647e98c-26a2-4105-b6a3-a27cddf26616/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/c647e98c-26a2-4105-b6a3-a27cddf26616/box/_100.jpg,,ad5234ec9e155a9a,834a34fc34cb43db
1474,2018-08-28 15:58:25.425598,person,False,box,https://s3.amazonaws.com/deepangelai/angel_upload/data/wp_20140516_22_53_59_pro.jpg,https://s3.amazonaws.com/deepangelai/results/person/14cb8db7-3309-4d43-a052-5af22878ff57/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/14cb8db7-3309-4d43-a052-5af22878ff57/box/_100.jpg,,abec55a6a2e314d2,cb7e243e3e081d99
1475,2018-08-28 15:58:33.433881,airplane,False,box,https://s3.amazonaws.com/deepangelai/angel_upload/data/mip_157.jpg,https://s3.amazonaws.com/deepangelai/results/airplane/2bafebcd-9bbd-4f86-b0be-21a9c3d3d398/original.jpg,https://s3.amazonaws.com/deepangelai/results/airplane/2bafebcd-9bbd-4f86-b0be-21a9c3d3d398/box/_100.jpg,,e465d99a98e62363,9c9c636365636363
1476,2018-08-28 15:58:46.351074,person,False,box,https://s3.amazonaws.com/deepangelai/angel_upload/data/img_2444.jpg,https://s3.amazonaws.com/deepangelai/results/person/ba5339c1-409a-4064-815c-aacd45a48c37/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/ba5339c1-409a-4064-815c-aacd45a48c37/box/_100.jpg,,f38ce3324cf3982c,cc3333cccc3333cc
1477,2018-08-28 15:59:14.315932,person,False,box,https://s3.amazonaws.com/deepangelai/angel_upload/data/fb27582a3c831e31cce3aa408f21d615.jpg,https://s3.amazonaws.com/deepangelai/results/person/63ef7ddc-cf09-4480-8c2a-e543966db95d/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/63ef7ddc-cf09-4480-8c2a-e543966db95d/box/_100.jpg,,a760e65986964cb7,d02d2f2d2d2d2d2d
1478,2018-08-28 16:03:21.252687,cow,False,box,https://s3.amazonaws.com/deepangelai/angel_upload/data/5e323a70-3c59-468c-ba12-f5fe34b44a7a.jpg,https://s3.amazonaws.com/deepangelai/results/cow/d3333745-bb0d-4227-abb2-7c39d5865e55/original.jpg,https://s3.amazonaws.com/deepangelai/results/cow/d3333745-bb0d-4227-abb2-7c39d5865e55/box/_100.jpg,,b7ac9f211e680a97,0000000000000000
1479,2018-08-28 16:04:26.309924,person,False,box,https://s3.amazonaws.com/deepangelai/angel_upload/data/img_0049.jpg,https://s3.amazonaws.com/deepangelai/results/person/d146a04c-3587-47e3-af89-6fcb7b1e94e5/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/d146a04c-3587-47e3-af89-6fcb7b1e94e5/box/_100.jpg,,e4ca5935d2e61935,817e7e8181817e7e
1480,2018-08-28 16:04:32.517952,horse,False,box,https://s3.amazonaws.com/deepangelai/angel_upload/data/7d55e19d-ce8c-4620-933e-3e6628e5680b.jpg,https://s3.amazonaws.com/deepangelai/results/horse/0fe694b0-7ce6-4ab2-8f54-d6d75ddf7eb2/original.jpg,https://s3.amazonaws.com/deepangelai/results/horse/0fe694b0-7ce6-4ab2-8f54-d6d75ddf7eb2/box/_100.jpg,,b7ac9f211e680a97,9e61619e619e9e61
1481,2018-08-28 16:05:30.822911,person,False,box,https://s3.amazonaws.com/deepangelai/angel_upload/data/dsc0196.jpg,https://s3.amazonaws.com/deepangelai/results/person/ef611bed-59bf-426b-b57f-181ac512f437/original.jpg,https://s3.amazonaws.com/deepangelai/results/person/ef611bed-59bf-426b-b57f-181ac512f437/box/_100.jpg,,fa353ddac02e21ca,966996cb3996692c
